USE;HBLOCK;X_Midpoint;Y_Midpoint;Lat;Long;geopoint
Residential;2400 E 51ST AV;495841.125;5452198.5;49.2225576002;-123.057114789;49.2225576002,-123.057114789
Residential;4900-5000 WILLOW ST;491000.25;5454180.0;49.2403296538;-123.123639996;49.2403296538,-123.123639996
Residential;4100 WALLACE ST;486110.6875;5455243.0;49.2498001121;-123.19085011;49.2498001121,-123.19085011
Residential;2300-2400 HOYLAKE AV;495772.78125;5451449.5;49.2158196761;-123.058045478;49.2158196761,-123.058045478
Residential;1400 E 37TH AV;494452.75;5453788.0;49.2368445473;-123.076203635;49.2368445473,-123.076203635
Residential;3400 PRICE ST;497905.8125;5454344.0;49.2418674523;-123.028771171;49.2418674523,-123.028771171
Residential;3200 EUCLID AV;497252.6875;5453925.5;49.2381003617;-123.037741313;49.2381003617,-123.037741313
Residential;4200 W 8TH AV;485292.25;5456987.5;49.2654730385;-123.202160095;49.2654730385,-123.202160095
Residential;5200-5300 TAUNTON ST;497138.0;5453675.0;49.2358465278;-123.039315048;49.2358465278,-123.039315048
Residential;2300 ST. GEORGE ST;493236.53125;5456823.0;49.264132788;-123.09296229;49.264132788,-123.09296229
Residential;2100 WOODLAND DRIVE;494647.9375;5457005.0;49.2657838932;-123.073565295;49.2657838932,-123.073565295
Residential;6500 COMMERCIAL ST;494973.90625;5452418.0;49.2245255572;-123.069027246;49.2245255572,-123.069027246
Residential;1000 E 61ST AV;493875.875;5451326.0;49.2146927347;-123.084090679;49.2146927347,-123.084090679
Residential;1600 E 61ST AV;494654.84375;5451314.5;49.2145965805;-123.073394475;49.2145965805,-123.073394475
Residential;1400 LILLOOET ST;497169.15625;5457699.5;49.2720479225;-123.038915506;49.2720479225,-123.038915506
Residential;2100 BRIGADOON AV;495336.78125;5451535.5;49.2165901059;-123.064033349;49.2165901059,-123.064033349
Residential;2700 E 38TH AV;496419.5;5453675.5;49.2358472449;-123.049185022;49.2358472449,-123.049185022
Residential;5600 EARLES ST;496450.0625;5453405.0;49.2334142089;-123.048762793;49.2334142089,-123.048762793
Residential;5300 NANAIMO ST;495720.96875;5453737.5;49.2364004659;-123.058781343;49.2364004659,-123.058781343
Residential;2700 ADANAC ST;496439.375;5458301.5;49.2774592083;-123.048953137;49.2774592083,-123.048953137
Residential;7800 FREMLIN ST;490730.625;5451303.5;49.2144508275;-123.127277658;49.2144508275,-123.127277658
Residential;400 E 51ST AV;493116.375;5452320.5;49.223630459;-123.09453646;49.223630459,-123.09453646
Residential;2100 KITCHENER ST;495526.0;5457703.5;49.2720740876;-123.061503948;49.2720740876,-123.061503948
Residential;1800 E 43RD AV;495102.28125;5453084.5;49.2305219341;-123.067272313;49.2305219341,-123.067272313
Residential;1400 WILLIAM ST;494621.46875;5457917.0;49.273987271;-123.073941373;49.273987271,-123.073941373
Residential;500 E 63RD AV;493170.875;5451158.0;49.2131740765;-123.093768199;49.2131740765,-123.093768199
Residential;2500 ADANAC ST;496027.53125;5458302.5;49.2774656659;-123.054615364;49.2774656659,-123.054615364
Residential;2000 E 19TH AV;495421.25;5455612.0;49.2532598519;-123.062920018;49.2532598519,-123.062920018
Residential;1900 E 19TH AV;495252.46875;5455684.0;49.2539062209;-123.065240219;49.2539062209,-123.065240219
Residential;7400 ONTARIO ST;492263.34375;5451613.5;49.2172606316;-123.106237936;49.2172606316,-123.106237936
Residential;400-500 E 23RD AV;493041.15625;5455273.5;49.2501925318;-123.095620741;49.2501925318,-123.095620741
Residential;1800-1900 W 75TH AV;488758.09375;5450869.0;49.2105093714;-123.154350193;49.2105093714,-123.154350193
Residential;6900 ARLINGTON ST;497668.1875;5451804.5;49.2190231451;-123.032021035;49.2190231451,-123.032021035
Residential;2800 E 45TH AV;496550.5;5452950.5;49.2293264414;-123.04737925;49.2293264414,-123.04737925
Residential;2400-2500 E 45TH AV;495909.3125;5452958.0;49.2293899581;-123.056186101;49.2293899581,-123.056186101
Residential;2200-2300 CASSIAR ST;497743.8125;5456859.0;49.2644898516;-123.03101099;49.2644898516,-123.03101099
Residential;2500 W 37TH AV;488111.6875;5453973.0;49.2384183599;-123.163317239;49.2384183599,-123.163317239
Residential;500 E PENDER ST;493272.3125;5458615.0;49.2802525426;-123.09250062;49.2802525426,-123.09250062
Residential;400 E 31ST AV;493047.1875;5454438.5;49.2426815933;-123.095523375;49.2426815933,-123.095523375
Residential;4100 VALLEY DRIVE;488450.15625;5455144.5;49.2489627169;-123.158701266;49.2489627169,-123.158701266
Residential;2700 TRAFALGAR ST;488012.03125;5456537.0;49.261480078;-123.164763007;49.261480078,-123.164763007
Residential;7300-7400 HEATHER ST;490980.0;5451706.5;49.2180796383;-123.123862559;49.2180796383,-123.123862559
Residential;4100 ST. GEORGE ST;493154.0625;5455084.0;49.2484892124;-123.094066071;49.2484892124,-123.094066071
Residential;4100 ST. GEORGE ST;493151.9375;5454975.0;49.2475087101;-123.094093407;49.2475087101,-123.094093407
Residential;400 E 28TH AV;493049.1875;5454767.5;49.245641044;-123.095501605;49.245641044,-123.095501605
Residential;4800 WALLACE ST;486104.28125;5454446.5;49.242635305;-123.190910511;49.242635305,-123.190910511
Residential;100 DRAKE ST;491125.875;5457738.5;49.2723408883;-123.121993007;49.2723408883,-123.121993007
Residential;3500 DUMFRIES ST;494691.3125;5455609.0;49.2532269681;-123.072950586;49.2532269681,-123.072950586
Residential;2900 ADANAC ST;496916.6875;5458300.5;49.2774528069;-123.042390816;49.2774528069,-123.042390816
Residential;4400 DINMONT AV;491922.71875;5454701.0;49.2450290312;-123.110977502;49.2450290312,-123.110977502
Residential;4700 ST. CATHERINES ST;493741.84375;5454397.5;49.242320286;-123.085978996;49.242320286,-123.085978996
Residential;4700 ST. CATHERINES ST;493740.9375;5454350.0;49.2418930035;-123.085990705;49.2418930035,-123.085990705
Residential;4300 W 2ND AV;485140.5625;5457632.5;49.2712712363;-123.204268999;49.2712712363,-123.204268999
Residential;5800 EARLES ST;496446.3125;5453084.0;49.2305267119;-123.048811459;49.2305267119,-123.048811459
Residential;3400 CROWLEY DRIVE;497719.90625;5453794.0;49.2369194058;-123.031322131;49.2369194058,-123.031322131
Residential;1800-1900 W 75TH AV;488892.8125;5450760.0;49.2095313454;-123.15249751;49.2095313454,-123.15249751
Residential;1800-1900 W 75TH AV;488926.59375;5450726.5;49.2092306157;-123.152032784;49.2092306157,-123.152032784
Residential;200 KOOTENAY ST;498131.28125;5458886.5;49.2827289002;-123.025694756;49.2827289002,-123.025694756
Residential;2000 W 37TH AV;488833.90625;5453954.5;49.2382655486;-123.153395188;49.2382655486,-123.153395188
Residential;2100 EDDINGTON DRIVE;488649.34375;5454922.0;49.2469650132;-123.155958026;49.2469650132,-123.155958026
Residential;1500 SLOCAN ST;496403.5;5457597.5;49.271126389;-123.049440033;49.271126389,-123.049440033
Residential;1800 SLOCAN ST;496400.09375;5457280.0;49.2682703959;-123.049484002;49.2682703959,-123.049484002
Residential;7500-7700 YUKON ST;491595.40625;5451419.5;49.2155067515;-123.115405814;49.2155067515,-123.115405814
Residential;3300 WINDSOR ST;493911.59375;5455779.0;49.2547488914;-123.083667849;49.2547488914,-123.083667849
Residential;1100 E 18TH AV;494122.03125;5455749.0;49.2544810932;-123.080775546;49.2544810932,-123.080775546
Residential;2800 E 48TH AV;496602.0;5452568.0;49.2258860435;-123.046668651;49.2258860435,-123.046668651
Residential;6800 ST. GEORGE ST;493142.78125;5452144.0;49.2220430926;-123.094170792;49.2220430926,-123.094170792
Residential;6800-6900 ARLINGTON ST;497820.3125;5451997.0;49.2207552949;-123.029933062;49.2207552949,-123.029933062
Residential;3400 E 45TH AV;497800.59375;5452941.5;49.2292512502;-123.030209033;49.2292512502,-123.030209033
Residential;4000 LILLOOET ST;497154.4375;5455063.5;49.2483364887;-123.039099107;49.2483364887,-123.039099107
Residential;2700 WALL ST;496510.40625;5459910.0;49.2919283449;-123.047990606;49.2919283449,-123.047990606
Residential;1400 E 15TH AV;494673.5625;5455972.5;49.2564965727;-123.073199337;49.2564965727,-123.073199337
Residential;4800 DUCHESS ST;496278.75;5454220.5;49.2407488112;-123.051123552;49.2407488112,-123.051123552
Residential;400 E 11TH AV;493024.8125;5456439.0;49.2606762559;-123.095865619;49.2606762559,-123.095865619
Residential;0 W 15TH AV;492279.75;5456095.5;49.2575774561;-123.106098972;49.2575774561,-123.106098972
Residential;3100-3300 E 58TH AV;497236.78125;5451606.0;49.2172357893;-123.037943845;49.2172357893,-123.037943845
Residential;1700 E 43RD AV;494986.34375;5453087.0;49.2305434839;-123.068864795;49.2305434839,-123.068864795
Residential;6900 YEW ST;488422.375;5452187.0;49.2223588501;-123.158997582;49.2223588501,-123.158997582
Residential;6700-6800 BALSAM ST;488248.375;5452345.5;49.2237812805;-123.161391788;49.2237812805,-123.161391788
Residential;900 W 71ST AV;490585.15625;5450464.5;49.2069015832;-123.129255405;49.2069015832,-123.129255405
Residential;7500 ROSS ST;493945.15625;5451445.5;49.2157683581;-123.083141178;49.2157683581,-123.083141178
Residential;4200 WALLACE ST;486109.75;5455132.5;49.2488061238;-123.19085916;49.2488061238,-123.19085916
Residential;100 W 37TH AV;491975.84375;5453830.0;49.2371948915;-123.110230155;49.2371948915,-123.110230155
Residential;100 W 37TH AV;492120.65625;5453847.0;49.2373496914;-123.108241162;49.2373496914,-123.108241162
Residential;5300 COMMERCIAL ST;495004.65625;5453751.0;49.2365164758;-123.068621538;49.2365164758,-123.068621538
Residential;3700 PRINCE EDWARD ST;492963.96875;5455401.0;49.2513385385;-123.096683604;49.2513385385,-123.096683604
Residential;900 MCLEAN DRIVE;494586.84375;5458194.5;49.2764831273;-123.074421135;49.2764831273,-123.074421135
Residential;4200 MANITOBA ST;492173.90625;5454917.5;49.246979759;-123.107530556;49.246979759,-123.107530556
Residential;3500 CROWLEY DRIVE;497802.125;5453740.5;49.2364384609;-123.030192381;49.2364384609,-123.030192381
Residential;1700 E 22ND AV;494970.40625;5455287.0;49.2503328667;-123.069111313;49.2503328667,-123.069111313
Residential;3500 DUMFRIES ST;494690.09375;5455558.5;49.2527726993;-123.072966664;49.2527726993,-123.072966664
Residential;2200-2300 CASSIAR ST;497743.5625;5456693.5;49.2630011447;-123.031013493;49.2630011447,-123.031013493
Residential;5900 EARLES ST;496446.03125;5453005.0;49.2298160853;-123.048814622;49.2298160853,-123.048814622
Residential;700 E 39TH AV;493526.0625;5453558.0;49.2347665443;-123.088929989;49.2347665443,-123.088929989
Residential;1400 HOMER ST;490830.625;5457726.0;49.2722240921;-123.126051525;49.2722240921,-123.126051525
Residential;1300 W 73RD AV;489990.9375;5450243.5;49.2049042117;-123.137407839;49.2049042117,-123.137407839
Residential;1400 W 72ND AV;489829.8125;5450341.5;49.2057830953;-123.139622294;49.2057830953,-123.139622294
Residential;400 E 53RD AV;492915.96875;5452124.5;49.2218651038;-123.09728528;49.2218651038,-123.09728528
Residential;6900 ARGYLE ST;494761.9375;5452033.0;49.2210606057;-123.071933348;49.2210606057,-123.071933348
Residential;2300 E 37TH AV;495821.78125;5453848.5;49.237399634;-123.057397633;49.237399634,-123.057397633
Residential;7500-7600 THORNHILL DRIVE;495010.1875;5451333.5;49.2147704878;-123.068515481;49.2147704878,-123.068515481
Residential;3300 NOOTKA ST;496973.46875;5455757.5;49.2545783033;-123.04159093;49.2545783033,-123.04159093
Residential;7100-7300 CARRINGTON ST;486654.28125;5451975.0;49.2204158888;-123.183271954;49.2204158888,-123.183271954
Residential;3300-3400 WORTHINGTON DRIVE;497670.96875;5455774.0;49.2547297773;-123.032005905;49.2547297773,-123.032005905
Residential;5500 CARTIER ST;490015.8125;5453647.0;49.2355199367;-123.137151041;49.2355199367,-123.137151041
Residential;4800 DUCHESS ST;496299.8125;5454236.0;49.240888365;-123.050834333;49.240888365,-123.050834333
Residential;5100-5300 RHODES ST;496335.78125;5453917.0;49.2380191005;-123.050337267;49.2380191005,-123.050337267
Residential;5000-5100 WALES ST;496231.53125;5453928.5;49.2381219128;-123.05176951;49.2381219128,-123.05176951
Residential;7800 FREMLIN ST;490729.40625;5451253.5;49.2140010462;-123.127293237;49.2140010462,-123.127293237
Residential;7700 ADERA ST;489554.09375;5451444.5;49.2157002276;-123.143436211;49.2157002276,-123.143436211
Residential;5900 COLUMBIA ST;491929.5;5453115.0;49.2307626905;-123.110852399;49.2307626905,-123.110852399
Residential;4000 WINDERMERE ST;497339.0;5455036.5;49.248094448;-123.03656297;49.248094448,-123.03656297
Residential;4300 LILLOOET ST;497153.625;5454806.5;49.2460247115;-123.039108445;49.2460247115,-123.039108445
Residential;4300 LILLOOET ST;497153.46875;5454760.5;49.2456109302;-123.039110266;49.2456109302,-123.039110266
Residential;4200 VALLEY DRIVE;488487.4375;5455065.0;49.2482483016;-123.158186718;49.2482483016,-123.158186718
Residential;6300-6400 LANARK ST;494475.8125;5452631.5;49.226441754;-123.075870888;49.226441754,-123.075870888
Residential;800-900 E 61ST AV;493617.1875;5451336.0;49.2147800469;-123.087642885;49.2147800469,-123.087642885
Residential;3600 TANNER ST;498102.0625;5454351.0;49.2419310589;-123.026075007;49.2419310589,-123.026075007
Residential;3900 CAROLINA ST;493298.8125;5455241.5;49.249907561;-123.092079783;49.249907561,-123.092079783
Residential;800 LAGOON DRIVE;489710.6875;5460038.0;49.2930030495;-123.14150677;49.2930030495,-123.14150677
Residential;0 W 43RD AV;492277.46875;5453176.0;49.2313158876;-123.106074056;49.2313158876,-123.106074056
Residential;5700-5800 ROSS ST;493988.25;5453314.0;49.2325764184;-123.082577446;49.2325764184,-123.082577446
Residential;3900 PRINCE EDWARD ST;492959.0;5455200.0;49.2495304439;-123.096748347;49.2495304439,-123.096748347
Residential;600 MCLEAN DRIVE;494607.5625;5458496.5;49.2791998529;-123.074140362;49.2791998529,-123.074140362
Residential;2800 CAMBRIDGE ST;496699.75;5459331.0;49.286721199;-123.045381878;49.286721199,-123.045381878
Residential;0 PEVERIL AV;492314.625;5454651.5;49.2445888149;-123.105591981;49.2445888149,-123.105591981
Residential;3100 E 24TH AV;497176.59375;5455112.5;49.2487773573;-123.038795017;49.2487773573,-123.038795017
Residential;3800 CLARK DRIVE;494321.96875;5455300.5;49.2504486285;-123.078021633;49.2504486285,-123.078021633
Residential;500 HEATLEY AV;493484.15625;5458583.0;49.2799669922;-123.089587411;49.2799669922,-123.089587411
Residential;2600-2700 VINE ST;488525.4375;5456672.5;49.2627087709;-123.157710649;49.2627087709,-123.157710649
Residential;1700 W 15TH AV;489464.9375;5456157.0;49.25808866;-123.144784292;49.25808866,-123.144784292
Residential;3000 KASLO ST;496577.75;5456028.5;49.2570139204;-123.047031255;49.2570139204,-123.047031255
Residential;5200-5300 TAUNTON ST;497282.09375;5453879.5;49.2376867119;-123.037337032;49.2376867119,-123.037337032
Residential;1600 NANTON AV;489608.46875;5454976.5;49.2474722901;-123.142781106;49.2474722901,-123.142781106
Residential;3300 PENTICTON ST;496203.15625;5455724.0;49.254272668;-123.052176328;49.254272668,-123.052176328
Residential;5800-6100 CROWN ST;485894.625;5453429.0;49.2334779011;-123.193755114;49.2334779011,-123.193755114
Residential;1200 E 29TH AV;494236.84375;5454649.0;49.2445874466;-123.079181959;49.2445874466,-123.079181959
Residential;5700-5800 PRINCE ALBERT ST;493606.125;5453216.0;49.2316910134;-123.087824749;49.2316910134,-123.087824749
Residential;5700-5800 PRINCE ALBERT ST;493608.34375;5453321.5;49.2326400347;-123.087795955;49.2326400347,-123.087795955
Residential;6500-6600 YEW ST;488429.1875;5452604.5;49.2261144877;-123.158916068;49.2261144877,-123.158916068
Residential;2200 ST. GEORGE ST;493237.125;5456873.5;49.2645870517;-123.092954983;49.2645870517,-123.092954983
Residential;3200 E 3RD AV;497447.15625;5457199.5;49.2675515503;-123.03509066;49.2675515503,-123.03509066
Residential;2900 E PENDER ST;496889.6875;5458607.0;49.280209692;-123.042764408;49.280209692,-123.042764408
Residential;6200 MAPLE ST;488916.6875;5452992.0;49.2296091553;-123.15223137;49.2296091553,-123.15223137
